-5.466446996780023326e+00,1.000000000000000000e+00,7.942325572326950578e+00,1.793863535584802049e+00,9.938451780001654468e-03
2.738586192668833519e+01,1.000000000000000000e+00,3.745389485007809327e+00,7.916537365085888567e+00,1.004154214151673462e-02
1.617806828824607024e+01,1.000000000000000000e+00,1.637126797475568774e+00,4.097488622222044796e+00,1.002463271768838822e-02
4.864779324082340040e+00,1.000000000000000000e+00,3.860076254964468490e+00,2.371177770440004995e+00,9.985015203224961028e-03
-1.989796814992733420e+00,1.000000000000000000e+00,5.976569541294182386e+00,1.686245633911257480e+00,9.957123222555850500e-03
2.508152022964962313e+01,1.000000000000000000e+00,2.832448452057745314e-01,5.577677975276458255e+00,1.005274812184771618e-02
2.322463024442205892e+01,1.000000000000000000e+00,6.417546861197895858e+00,8.246038979850867534e+00,1.001821939177999568e-02
2.277375100953614151e+01,1.000000000000000000e+00,6.309941509314901609e+00,8.058623148831083327e+00,1.001769834480198754e-02
2.539837347392765565e+01,1.000000000000000000e+00,8.724637852371129654e+00,9.896653470835145683e+00,1.001179557534119004e-02
1.519931448853729172e+01,1.000000000000000000e+00,8.711726820543159278e+00,7.333924184630699727e+00,9.986350772446564786e-03
4.302416746888117594e+00,1.000000000000000000e+00,5.816166909974369581e+00,3.225709625532430458e+00,9.974169941469011869e-03
1.417796275654947102e+01,1.000000000000000000e+00,9.039447046552828713e-01,3.271388009065580249e+00,1.002364674853980023e-02
4.457397905212935996e+00,1.000000000000000000e+00,1.548995390099828784e+00,1.115209999868905788e+00,9.995691308458114210e-03
-3.010839153922257871e+00,1.000000000000000000e+00,9.471688946771720907e+00,3.196503188554986608e+00,9.937238522333786614e-03
7.119418621142037829e+00,1.000000000000000000e+00,8.142459741668341522e+00,5.099083794096984867e+00,9.969720811648815489e-03
1.054466184243899818e+01,1.000000000000000000e+00,8.901517270727721254e-01,2.320928316297801164e+00,1.001427668474549199e-02
1.001139490147093447e+01,1.000000000000000000e+00,3.389288255620392043e+00,3.449700812612845890e+00,1.000071266348834427e-02
1.586477097307600381e+01,1.000000000000000000e+00,9.437009682309213332e+00,7.906084046271169896e+00,9.984772328848258785e-03
4.518883448534971592e+00,1.000000000000000000e+00,7.625247303403476451e+00,4.154006640744059453e+00,9.965288678563499758e-03
2.235379026235679945e+01,1.000000000000000000e+00,8.632589202683806917e+00,9.105802757213245613e+00,1.000467759602905425e-02
2.452945613969414751e+01,1.000000000000000000e+00,5.265843949699632986e+00,7.991119947965018788e+00,1.002734564700458186e-02
3.043330240599977543e+01,1.000000000000000000e+00,5.256459436166216470e-01,7.104063855291043339e+00,1.006579877687982343e-02
3.527296263857800795e+01,1.000000000000000000e+00,1.921262027755347157e+00,9.021924659268686142e+00,1.007110978110906975e-02
1.911142922427142210e+01,1.000000000000000000e+00,7.235165929202156399e+00,7.567409911067525030e+00,1.000334890853908469e-02
1.204010993761237636e+01,1.000000000000000000e+00,2.414105838646092295e+00,3.400503347150405364e+00,1.000986325694639897e-02
-1.071734205455065947e+01,1.000000000000000000e+00,9.137164039305929464e+00,1.138245265943832463e+00,9.920090939743081426e-03
1.458324441500017876e+01,1.000000000000000000e+00,1.863988256708598579e+00,3.803225303891793807e+00,1.001941916271617550e-02
-7.433047090890512187e+00,1.000000000000000000e+00,6.485673181772872553e+00,6.325280946798594872e-01,9.941538867004049915e-03
1.818766659831455357e+01,1.000000000000000000e+00,1.827016589966509175e+00,4.697292804649412901e+00,1.002867617214586553e-02
-6.687695029090675369e+00,1.000000000000000000e+00,6.019670049165690706e+00,5.781370116030115636e-01,9.945418696340777714e-03
-4.246375174412765574e+00,1.000000000000000000e+00,5.891148127031604176e+00,1.091462370776955515e+00,9.951902847848579856e-03
-5.483629341656572009e+00,1.000000000000000000e+00,8.294746817264650574e+00,1.962111712567522481e+00,9.936700954748425851e-03
-5.430109496066397590e+00,1.000000000000000000e+00,8.726452343933873479e+00,2.217013739290264240e+00,9.934833376449108550e-03
1.066673489824058230e+01,1.000000000000000000e+00,5.965598174051063296e+00,4.865398620495112958e+00,9.989199004468301418e-03
1.563798370408617622e+01,1.000000000000000000e+00,9.372100172077228564e+00,7.823924018779294443e+00,9.984725436592376685e-03
9.977905463054030477e+00,1.000000000000000000e+00,8.384519258524026242e+00,5.890247206503680388e+00,9.974931488279411076e-03
4.144199209177258147e+00,1.000000000000000000e+00,8.216282081542971127e+00,4.412749161815565202e+00,9.962041587208975493e-03
1.755051397699831028e+01,1.000000000000000000e+00,5.657451900303113845e+00,6.428110517967193793e+00,1.000788404262971734e-02
1.341522000242711599e+01,1.000000000000000000e+00,5.530232091914310644e+00,5.328432017876499671e+00,9.998010268141092546e-03
2.424009403075089608e+01,1.000000000000000000e+00,5.857400853346543812e+00,8.230408241551076642e+00,1.002358398304573767e-02
-6.890727419365662243e+00,1.000000000000000000e+00,5.571093640437655203e+00,2.913593609974018950e-01,9.947213837976736500e-03
-1.071630809165902321e+01,1.000000000000000000e+00,8.798103440257703411e+00,9.629298250572326801e-01,9.921590949455662625e-03
3.200086293443451524e+01,1.000000000000000000e+00,1.216588406793565058e+00,7.841388544162355423e+00,1.006624186830996220e-02
-6.670555059080471860e-01,1.000000000000000000e+00,7.236653919558310832e+00,2.673350750397960329e+00,9.954538513018147683e-03
1.709313070579601757e+01,1.000000000000000000e+00,2.471594796157853047e+00,4.751972142074171401e+00,1.002270179453656172e-02
8.218280561861641687e+00,1.000000000000000000e+00,6.924270722870851102e-01,1.609592981563711112e+00,1.000918743196575582e-02
2.493743437086920878e+01,1.000000000000000000e+00,3.937172876083483430e+00,7.392186602874756041e+00,1.003448231818348385e-02
-1.055131558929278413e+01,1.000000000000000000e+00,9.946601787100457059e+00,1.560641385531458258e+00,9.916202268274250733e-03
1.474690781859533217e+01,1.000000000000000000e+00,1.628153050338209118e+00,3.719637668878853276e+00,1.002092776546135988e-02
1.412986229667164917e+00,1.000000000000000000e+00,2.192722290639376403e+00,6.802312334706439589e-01,9.984794117699881053e-03
9.549877498372564943e+00,1.000000000000000000e+00,7.600528162837818513e+00,5.431466989548587421e+00,9.978497847355979888e-03
1.566612868947741788e+01,1.000000000000000000e+00,6.985458301022324790e+00,6.632103262030833335e+00,9.996339092406094848e-03
-5.052376244627510005e+00,1.000000000000000000e+00,6.011631041113063567e+00,1.017271732973079601e+00,9.950035111449285000e-03
4.883043195210156284e+00,1.000000000000000000e+00,3.370205617372238116e+00,2.124571431628501372e+00,9.987607337514012307e-03
1.320061778864021562e+01,1.000000000000000000e+00,3.433358801973567243e+00,4.255167284925768456e+00,1.000826418418397819e-02
9.925989274852064170e+00,1.000000000000000000e+00,2.169128861981389989e+00,2.767422912693579207e+00,1.000611378690515960e-02
-7.129158513079017823e+00,1.000000000000000000e+00,6.325098425060210694e+00,6.492272526932418852e-01,9.943209245663275908e-03
1.422896877375020175e+01,1.000000000000000000e+00,3.889831828059766572e+00,4.719255933390751778e+00,1.000820993993224023e-02
2.066027479430956504e+01,1.000000000000000000e+00,9.426109588625319446e+00,9.141738711133676532e+00,9.997174870273892178e-03
2.991125612798143507e+01,1.000000000000000000e+00,5.839492246943924769e+00,9.627369471227458675e+00,1.003780631632971050e-02
1.706697503820121087e+00,1.000000000000000000e+00,6.263439715992733525e+00,2.794598952437918893e+00,9.965326220633266910e-03
1.905776464449250085e+01,1.000000000000000000e+00,9.844119197672207555e-01,4.522613291630772636e+00,1.003530254806222696e-02
1.620196607750779094e+01,1.000000000000000000e+00,2.894785347048628665e+00,4.695550209373514861e+00,1.001812067712610013e-02
1.898374861754781051e+01,1.000000000000000000e+00,4.017623231715118592e+00,5.975712163953938116e+00,1.001961549781836894e-02
-1.053746453049207510e+01,1.000000000000000000e+00,9.147687933239737390e+00,1.178985270707059163e+00,9.920423870698188290e-03
-1.595110163580043094e+00,1.000000000000000000e+00,9.223478216490663684e+00,3.453031994670229032e+00,9.942310806348202828e-03
2.798564807435317547e+01,1.000000000000000000e+00,3.624513489235681174e-01,6.411820913785522436e+00,1.006064244521653883e-02
8.336028513400354001e+00,1.000000000000000000e+00,8.850286046941681306e+00,5.709517158883826937e+00,9.968652716416595908e-03
1.566708372816650296e+01,1.000000000000000000e+00,5.618813555241731983e+00,5.945400914741333587e+00,1.000331474443578138e-02
-8.062701645806410466e-01,1.000000000000000000e+00,6.835351395514855710e+00,2.423111813078150156e+00,9.955823294575437757e-03
-1.261866737693152984e+01,1.000000000000000000e+00,8.059293273673741709e+00,1.318418243506669363e-01,9.920839816294591690e-03
-5.301927303986883722e+00,1.000000000000000000e+00,7.585538887910915129e+00,1.700538613299256152e+00,9.941079564288808623e-03
1.006669004847979565e+01,1.000000000000000000e+00,2.894792750184985941e+00,3.147397557126891954e+00,1.000262395957455044e-02
7.177166063495364234e+00,1.000000000000000000e+00,2.665938674747903026e+00,2.362970087075847658e+00,9.997024433738595575e-03
5.594739731773238134e+00,1.000000000000000000e+00,3.834601112663726941e+00,2.497750896557614730e+00,9.986510462497724672e-03
-3.687337595531507528e+00,1.000000000000000000e+00,4.131261130761634703e+00,3.943701260502485706e-01,9.962636231436540479e-03
1.937861691674663689e+01,1.000000000000000000e+00,2.406983206440115097e+00,5.283240893127832294e+00,1.002861114777694150e-02
1.756865654800886745e+01,1.000000000000000000e+00,8.637733665517261628e+00,7.943358664963177773e+00,9.992883713958424646e-03
1.907045879971922275e+01,1.000000000000000000e+00,4.797897960119797744e+00,6.394692604715298323e+00,1.001606143253813350e-02
-4.640283165865701775e+00,1.000000000000000000e+00,6.158031298726558411e+00,1.112095385133078373e+00,9.949511463562130814e-03
3.376868380393166547e+01,1.000000000000000000e+00,2.342711155095813513e+00,8.834328896263320630e+00,1.006486759703082920e-02
2.563223395755910516e+00,1.000000000000000000e+00,9.733350207261148412e+00,4.743080743410457600e+00,9.950146331443077835e-03
1.767484122894972032e+00,1.000000000000000000e+00,1.306323553946413529e+00,3.349513590091313109e-01,9.990387649718518448e-03
-3.225950326983888061e+00,1.000000000000000000e+00,3.380078661454970490e+00,1.425654053976144198e-01,9.967734176824578213e-03
2.593623887078768320e+01,1.000000000000000000e+00,2.904945626215091004e+00,7.180776547210266259e+00,1.004278574131798295e-02
8.010747817572076990e-01,1.000000000000000000e+00,4.455642078639844073e+00,1.636972926872299894e+00,9.971724625740653256e-03
6.887637993450790752e+00,1.000000000000000000e+00,9.287563786974759594e+00,5.580078543746433084e+00,9.962974907203887842e-03
2.689592666727748327e+00,1.000000000000000000e+00,3.874262471280095710e+00,1.798670090161580415e+00,9.979232734354330156e-03
2.736735309035890040e+01,1.000000000000000000e+00,7.634055299006567985e+00,9.876570468090113408e+00,1.002263189672064625e-02
1.712721357131085043e+01,1.000000000000000000e+00,9.084929332248470324e-01,3.971026278337289384e+00,1.003080346214226849e-02
-3.057466420808179208e+00,1.000000000000000000e+00,8.464111471370923567e+00,2.712012635852374398e+00,9.942459188366854078e-03
-8.034245246591495970e+00,1.000000000000000000e+00,8.758956321472672002e+00,1.563367708767385844e+00,9.928144927433973227e-03
5.645693547455466366e+00,1.000000000000000000e+00,4.567625160612632129e+00,2.928570696811987339e+00,9.983723995629609910e-03
1.545070226914026712e+01,1.000000000000000000e+00,4.414501791536540320e-01,3.312630597897855189e+00,1.002861459831053299e-02
6.525208484721593649e+00,1.000000000000000000e+00,2.041331534458529440e+00,1.898909198727781744e+00,9.998514739715603020e-03
1.391123028768540060e+01,1.000000000000000000e+00,6.773214565454520830e+00,6.119383163520922153e+00,9.993565783467635646e-03
1.541533871910171172e+01,1.000000000000000000e+00,6.849219640838891898e+00,6.531189685726195293e+00,9.996751610517161032e-03
-1.160906602816051780e+01,1.000000000000000000e+00,8.352168295150114830e+00,4.652855840288494527e-01,9.921017800280885687e-03
7.523648180284953746e+00,1.000000000000000000e+00,5.023574667308595920e+00,3.616856917079767975e+00,9.986000594516833417e-03
2.285865077160932302e+01,1.000000000000000000e+00,6.635426551898260250e-01,5.305280282537352399e+00,1.004638178560839264e-02
1.748952762532497829e+01,1.000000000000000000e+00,5.000807671349680739e+00,6.103185090935941304e+00,1.001096396994296221e-02
7.465263472298859782e+00,1.000000000000000000e+00,7.003322726948827182e+00,4.586260786132734246e+00,9.976106499084267179e-03
2.245279884982929985e+01,1.000000000000000000e+00,9.594478456299304625e+00,9.640930268271938886e+00,1.000046607636792366e-02
1.249976627744319480e+01,1.000000000000000000e+00,5.943803539209675080e+00,5.335874483598843199e+00,9.993956990650807934e-03
1.612310584868940566e+01,1.000000000000000000e+00,5.898550587907793741e+00,6.212130403678108870e+00,1.000323206979238273e-02
2.284776547904292698e+01,1.000000000000000000e+00,9.654579341673235504e+00,9.784214406575667766e+00,1.000132381525720843e-02
1.206493554369722077e+01,1.000000000000000000e+00,4.994385692369971430e+00,4.727027771363560227e+00,9.997467447063397919e-03
1.943402796404058108e+01,1.000000000000000000e+00,5.714886208549333269e+00,6.934986867013011924e+00,1.001215344623498232e-02
1.889780122723627898e+01,1.000000000000000000e+00,2.174232325911933383e+00,5.105161602559610046e+00,1.002945071858529075e-02
2.320455463224759285e+01,1.000000000000000000e+00,5.394332331653761692e-01,5.291047494071037249e+00,1.004754841679300972e-02
-4.838539774589114550e+00,1.000000000000000000e+00,8.531754294520260018e+00,2.256179494383254713e+00,9.937173739225257929e-03
2.753779778204807349e-01,1.000000000000000000e+00,3.469933438748547871e+00,1.044831133770709464e+00,9.975662857853081697e-03
2.681142035376577937e+01,1.000000000000000000e+00,5.703541211564483682e+00,8.773922124702215442e+00,1.003072407057786081e-02
1.234581763532090903e+01,1.000000000000000000e+00,6.331371462181075493e+00,5.461922109774498324e+00,9.991418197708041085e-03
3.037332087049507745e+00,1.000000000000000000e+00,8.752255397075209942e+00,4.397725541673961125e+00,9.956408728038795841e-03
